Synonym,Original_drug
5-Ethyl-5-phenyl-pyrimidine-2 4 6-trione,Phenobarbital
5-Ethyl-5-phenylbarbituric acid,Phenobarbital
5-ethyl-5-phenylpyrimidine-2 4 6(1H 3H 5H)-trione,Phenobarbital
5-Phenyl-5-ethylbarbituric acid,Phenobarbital
Phenobarbital,Phenobarbital
Phenobarbitol,Phenobarbital
Phenobarbitone,Phenobarbital
Phenobarbituric Acid,Phenobarbital
Phenylaethylbarbitursaeure,Phenobarbital
Phenylethylbarbiturate,Phenobarbital
Phenylethylbarbituric Acid,Phenobarbital
Phenylethylbarbitursaeure,Phenobarbital
PHENYLETHYLMALONYLUREA,Phenobarbital
(+)-Citalopram,Escitalopram
(S)-Citalopram,Escitalopram
Escitalopram,Escitalopram
Escitalopramum,Escitalopram
S-(+)-Citalopram,Escitalopram
S(+)-Citalopram,Escitalopram
(+-)-1-Diphenylmethyl-4-methylpiperazine,Cyclizine
(Â±)-1-diphenylmethyl-4-methylpiperazine,Cyclizine
(N-Benzhydryl)(n'-methyl)diethylenediamine,Cyclizine
1-(Diphenylmethyl)-4-methylpiperazine,Cyclizine
1-Benzhydryl-4-methylpiperazin,Cyclizine
Ciclizina,Cyclizine
Cyclizine,Cyclizine
Cyclizinum,Cyclizine
N-Benzhydryl-N'-methylpiperazine,Cyclizine
N-methyl-N'-benzhydrylpiperazine,Cyclizine
(1S 3S)-3-Acetyl-3 5 12-trihydroxy-6 11-dioxo-1 2 3 4 6 11-hexahydronaphthacen-1-yl 3-amino-2 3 6-trideoxy-alpha-L-lyxo-hexopyranoside,Idarubicin
4-Demethoxydaunomycin,Idarubicin
4-Demethoxydaunorubicin,Idarubicin
5 12-Naphthacenedione  9-acetyl-7-((3-amino-2 3 6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy)-7 8 9 10-tetrahydro-6 9 11-trihydroxy-  (7S-cis)-,Idarubicin
Idarubicina,Idarubicin
Idarubicine,Idarubicin
Idarubicinum,Idarubicin
(+-)-Chlormezanone,Chlormezanone
(Â±)-chlormezanone,Chlormezanone
2-(P-Chlorophenyl)tetrahydro-3-methyl-4H-1 3-thiazin-4-one 1 1-dioxide,Chlormezanone
2-(P-Chlorphenyl)-3-methyl-1 3-perhydrothiazin-4-on-1 1-dioxide,Chlormezanone
Chlormethazanone,Chlormezanone
Chlormezanona,Chlormezanone
Chlormezanone,Chlormezanone
Chlormezanonum,Chlormezanone
Clormezanona,Chlormezanone
(-)-Podophyllotoxin,Podofilox
9-HYDROXY-5-(3 4 5-trimethoxyphenyl)-5 8 8a 9-tetrahydrofuro[3' 4':6 7]naphtho[2 3-D][1 3]dioxol-6(5ah)-one,Podofilox
Podofilox,Podofilox
Podophyllinic acid lactone,Podofilox
Podophyllotoxin,Podofilox
Podophyllotoxin 7,Podofilox
PPT,Podofilox
3 4 5-Trimethoxycinnamoyl methyl reserpate,Rescinnamine
Rescinnamine,Rescinnamine
Trimethoxy cinnamoyl reserpate de methyl,Rescinnamine
Tsuruselpi S,Rescinnamine
3-(2-Chloroethyl)-2-((2-chloroethyl)amino)tetrahydro-2H-1 3 2-oxazaphosphorine 2-oxide,Ifosfamide
Ifosfamida,Ifosfamide
Ifosfamidum,Ifosfamide
Iphosphamide,Ifosfamide
Isofosfamide,Ifosfamide
Isophosphamide,Ifosfamide
Isosfamide,Ifosfamide
1-(2-(2-Hydroxy-3-(propylamino)propoxy)phenyl)-3-phenyl-1-propanone,Propafenone
2-(2'-Hydroxy-3'-propylaminopropoxy)-omega-phenylpropiophenone,Propafenone
Propafenona,Propafenone
Propafenonum,Propafenone
1-N-Allyl-14-hydroxynordihydromorphinone,Naloxone
17-Allyl-3 14-dihydroxy-4 5alpha-epoxymorphinan-6-one,Naloxone
EN 1530 Base,Naloxone
L-Naloxone,Naloxone
N-Allylnoroxymorphone,Naloxone
Nalossone,Naloxone
Naloxona,Naloxone
Naloxone,Naloxone
Naloxonum,Naloxone
1-(3-(4-(5-chloro-2-oxo-2 3-Dihydrobenzo[D]imidazol-1-yl)piperidin-1-yl)propyl)-1H-benzo[D]imidazol-2(3H)-one,Domperidone
5-chloro-1-(1-(3-(2-oxo-1-Benzimidazolinyl)propyl)-4-piperidyl)-2-benzimidazolinone,Domperidone
5-chloro-1-(1-(3-(2-oxo-2 3-Dihydrobenzo[D]imidazol-1-yl)propyl)piperidin-4-yl)-1H-benzo[D]imidazol-2(3H)-one,Domperidone
5-chloro-1-{1-[3-(2-oxo-2 3-dihydro-benzoimidazol-1-yl)-propyl]-piperidin-4-yl}-1 3-dihydro-benzoimidazol-2-one,Domperidone
Domperidona,Domperidone
Domperidonum,Domperidone
11beta 17beta-Dihydroxy-9alpha-fluoro-17alpha-methyl-4-androster-3-one,Fluoxymesterone
17alpha-Methyl-9alpha-fluoro-11beta-hydroxytesterone,Fluoxymesterone
17Î±-Methyl-9Î±-fluoro-11Î_-hydroxytesterone,Fluoxymesterone
9-Fluoro-11beta 17beta-dihydroxy-17-methylandrost-4-en-3-one,Fluoxymesterone
9alpha-Fluoro-11beta-hydroxy-17-methyltestosterone,Fluoxymesterone
Fluoximesterona,Fluoxymesterone
Fluoxymesteronum,Fluoxymesterone
Testosterone  9-fluoro-11beta-hydroxy-17-methyl-,Fluoxymesterone
Pergolida,Pergolide
Pergolidum,Pergolide
Ethyl 10-(p-iodophenyl)-undecanoate,Iophendylate
Ethyl 10-(p-iodophenyl)hendecanoate,Iophendylate
Ethyl 10-(p-iodophenyl)undecylate,Iophendylate
Iofendylate,Iophendylate
6-Cyclohexyl-1-hydroxy-4-methyl-2(1H)-pyridinone,Ciclopirox
Ciclopiroxum,Ciclopirox
(+-)-2-Difluoromethyl 1 2 2 2-tetrafluoroethyl ether,Desflurane
1 1 1 2-Tetrafluoro-2-(difluoromethoxy)ethane,Desflurane
Desflurane,Desflurane
Desflurano,Desflurane
Desfluranum,Desflurane
Difluoromethyl 1 2 2 2-tetrafluoroethyl ether,Desflurane
7-CDL,Clindamycin
7(S)-Chloro-7-deoxylincomycin,Clindamycin
Cleocin (tn),Clindamycin
Clindamicina,Clindamycin
Clindamycin,Clindamycin
Clindamycine,Clindamycin
Clindamycinum,Clindamycin
Methyl 7-chloro-6 7 8-trideoxy-6-(1-methyl-trans-4-propyl-L-2-pyrrolidinecarboxamido)-1-thio-L-threo-alpha-D-galacto-octopyranoside,Clindamycin
(+)-fenfluramine,Dexfenfluramine
(S)-fenfluramine,Dexfenfluramine
(S)-N-Ethyl-1-[3-(trifluoromethyl)phenyl]propan-2-amine,Dexfenfluramine
D-N-Ethyl-alpha-methyl-m-trifluoromethylphenethylamine,Dexfenfluramine
Dexfenfluramina,Dexfenfluramine
Dexfenfluramine,Dexfenfluramine
Dexfenfluraminum,Dexfenfluramine
Dextrofenfluramine,Dexfenfluramine
14-Hydroxydihydromorphinone,Oxymorphone
Dihydrohydroxymorphinone,Oxymorphone
Dihydroxymorphinone,Oxymorphone
EN3202,Oxymorphone
Oximorphonum,Oxymorphone
Oxymorphine,Oxymorphone
Oxymorphone,Oxymorphone
(Â±)-acebutolol,Acebutolol
3'-acetyl-4'-(2-hydroxy-3-(isopropylamino)propoxy)butyranilide,Acebutolol
5'-butyramido-2'-(2-hydroxy-3-isopropylaminopropoxy)acetophenone,Acebutolol
Acebutololum,Acebutolol
Acetobutolol,Acebutolol
N-(3-acetyl-4-[2-hydroxy-3-(isopropylamino)propoxy]phenyl)butanamide,Acebutolol
N-[3-acetyl-4-[2-hydroxy-3-[(1-methylethyl)amino]propoxy]phenyl]butanamide,Acebutolol
Brinzolamide,Brinzolamide
(+-)-Flecainide,Flecainide
CCRIS 313,Flecainide
Flecaine,Flecainide
Flecainida,Flecainide
Flecainidum,Flecainide
N-(2-Piperidinylmethyl)-2 5-bis(2 2 2-trifluoroethoxy)benzamide,Flecainide
17beta-Estradiol 3-(bis(2-chloroethyl)carbamate),Estramustine
17Î_-Estradiol 3-(bis(2-chloroethyl)carbamate),Estramustine
Estradiol 3-(N N-bis(2-chloroethyl)carbamate),Estramustine
Estramustina,Estramustine
Estramustine,Estramustine
Estramustinum,Estramustine
(2S)-1-[(2S)-2-Methyl-3-sulfanylpropanoyl]pyrrolidine-2-carboxylic acid,Captopril
Acepress,Captopril
Apopril,Captopril
Captolane,Captopril
Captoprilum,Captopril
Captopryl,Captopril
Captoril,Captopril
Cesplon,Captopril
CP,Captopril
D-2-Methyl-3-mercaptopropanoyl-L-proline,Captopril
D-3-Mercapto-2-methylpropanoyl-L-proline,Captopril
Dilabar,Captopril
Garranil,Captopril
Hypertil,Captopril
L-Captopril,Captopril
Lopirin,Captopril
Tenosbon,Captopril
Tensobon,Captopril
Tensoprel,Captopril
(+-)-zopiclone,Zopiclone
(Â±)-zopiclone,Zopiclone
6-(5-Chloro-2-pyridinyl)-7-oxo-6 7-dihydro-5H-pyrrolo[3 4-b]pyrazin-5-yl 4-methyl-1-piperazinecarboxylate,Zopiclone
Zopiclona,Zopiclone
Zopiclone,Zopiclone
Zopiclonum,Zopiclone
(+)-tubocurarine,Tubocurarine
7' 12'-Dihydroxy-6 6'-dimethoxy-2 2' 2'-trimethyltubocuraranium,Tubocurarine
d-tubocurarine,Tubocurarine
Tubocurarin,Tubocurarine
(5'alpha)-2-bromo-12'-hydroxy-2'-(1-methylethyl)-5'-(2-methylpropyl)-3' 6' 18-trioxoergotaman,Bromocriptine
(5'alpha)-2-bromo-12'-hydroxy-2'-(1-methylethyl)-5'-(2-methylpropyl)ergotaman-3' 6' 18-trione,Bromocriptine
(5'alpha)-2-bromo-12'-hydroxy-5'-isobutyl-2'-isopropyl-3' 6' 18-trioxoergotaman,Bromocriptine
2-Bromo-alpha-ergocryptine,Bromocriptine
2-Bromo-alpha-ergokryptin,Bromocriptine
2-Bromo-alpha-ergokryptine,Bromocriptine
2-bromo-Î±-ergocryptine,Bromocriptine
2-bromo-Î±-ergokryptin,Bromocriptine
2-bromo-Î±-ergokryptine,Bromocriptine
Bromocriptina,Bromocriptine
Bromocriptinum,Bromocriptine
Bromocryptine,Bromocriptine
Bromoergocriptine,Bromocriptine
Bromoergocryptine,Bromocriptine
3-(((4-Cyclopentyl-1-piperazinyl)imino)methyl)rifamycin,Rifapentine
Cyclopentylrifampicin,Rifapentine
Priftin (tn),Rifapentine
Levetiracetam,Levetiracetam
Levetiracetame,Levetiracetam
Levetiracetamum,Levetiracetam
Levitiracetam,Levetiracetam
1 4-DIHYDROXY-5 8-bis({2-[(2-hydroxyethyl)amino]ethyl}amino)-9 10-anthracenedione,Mitoxantrone
Mitoxantrona,Mitoxantrone
Mitoxantrone,Mitoxantrone
Mitoxantronum,Mitoxantrone
Anexate,Flumazenil
Flumazenilo,Flumazenil
Flumazenilum,Flumazenil
Flumazepil,Flumazenil
Lanexat,Flumazenil
1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea,Lomustine
1-(2-Chloroethyl)-3-cyclohexylnitrosourea,Lomustine
Belustine,Lomustine
Cecenu,Lomustine
Chloroethylcyclohexylnitrosourea,Lomustine
CINU,Lomustine
Cyclohexyl chloroethyl nitrosourea,Lomustine
Lomustina,Lomustine
Lomustinum,Lomustine
N-(2-Chloroethyl)-n'-cyclohexyl-N-nitrosourea,Lomustine
R-68070,Ridogrel
Ridogrel,Ridogrel
Ridogrelum,Ridogrel
cis-5-Amino-1-cyclopropyl-7-(3 5-dimethyl-1-piperazinyl)-6 8-difluoro-1 4-dihydro-4-oxo-3-quinolinecarboxylic acid,Sparfloxacin
Sparfloxacin,Sparfloxacin
(-)-13beta-amino-5 6 7 8 9 10 11alpha 12-Octahydro-5alpha-methyl-5 11-methanobenzocyclodecen-3-ol,Dezocine
Dezocina,Dezocine
Dezocinum,Dezocine
(-)-Bunolol,Levobunolol
(S)-5-(3-((1 1-Dimethylethyl)amino)-2-hydroxypropoxy)-3 4-dihydro-1(2H)-naphthalenone,Levobunolol
Levobunolol,Levobunolol
Levobunololum,Levobunolol
6-O-methyl erythromycin,Clarithromycin
6-O-Methylerythromycin,Clarithromycin
6-O-Methylerythromycin a,Clarithromycin
CLA,Clarithromycin
CLARITHROMYCIN,Clarithromycin
Clarithromycina,Clarithromycin
Clarithromycine,Clarithromycin
Clarithromycinum,Clarithromycin
(6R 7R)-7-{[(2Z)-2-(2-amino-1 3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-3-{[(2-methyl-5 6-dioxo-1 2 5 6-tetrahydro-1 2 4-triazin-3-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,Ceftriaxone
Cefatriaxone,Ceftriaxone
Ceftriaxona,Ceftriaxone
Ceftriaxonum,Ceftriaxone
Ceftriazone,Ceftriaxone
4-Methylpyrazol,Fomepizole
4-methylpyrazole,Fomepizole
Fomepizol,Fomepizole
Fomepizole,Fomepizole
Fomepizolum,Fomepizole
(+-)-Metipranolol,Metipranolol
Acetic acid 4-(2-hydroxy-3-isopropylamino-propoxy)-2 3 6-trimethyl-phenyl ester,Metipranolol
Metipranolol,Metipranolol
Metipranololum,Metipranolol
8-chloro-6-phenyl-4H-s-triazolo(4 3-a)(1 4)benzodiazepine,Estazolam
Estazolamum,Estazolam
(5alpha 17beta)-(1 1-Dimethylethyl)-3-oxo-4-azaandrost-1-ene-17-carboxamide,Finasteride
Finasterida,Finasteride
Finasteridum,Finasteride
alpha alpha Alpha' alpha'-tetramethyl-5-(1H-1 2 4-triazol-1-ylmethyl)-m-benzenediacetonitrile,Anastrozole
Anastrozol,Anastrozole
Halofantrina,Halofantrine
Halofantrine,Halofantrine
Halofantrinum,Halofantrine
Dantamacrin,Dantrolene
Dantrolene,Dantrolene
Dantroleno,Dantrolene
Dantrolenum,Dantrolene
F-368,Dantrolene
Rifamycin L 105,Rifaximin
Rifamycin L 105SV,Rifaximin
Rifaxidin,Rifaximin
Rifaximin,Rifaximin
Rifaximina,Rifaximin
Rifaximine,Rifaximin
Rifaximinum,Rifaximin
Rifaximinun,Rifaximin
Xifaxsan,Rifaximin
(+-)-Ketamine,Ketamine
(Â±)-ketamine,Ketamine
2-(2-Chloro-phenyl)-2-methylamino-cyclohexanone,Ketamine
2-(methylamino)-2-(2-chlorophenyl)cyclohexanone,Ketamine
2-(o-chlorophenyl)-2-(methylamino)-cyclohexanone,Ketamine
DL-ketamine,Ketamine
Ketamina,Ketamine
KÃ©tamine,Ketamine
Ketaminum,Ketamine
NMDA,Ketamine
Special K,Ketamine
(11beta 16alpha)-16 17-(Butylidenebis(oxy))-11 21-dihydroxypregna-1 4-diene-3 20-dione,Budesonide
Aminophyllin,Aminophylline
Somophyllin,Aminophylline
Theophylline ethylenediamine,Aminophylline
2-[2-(4-Dibenzo[b F][1 4]thiazepin-11-yl-1-piperazinyl)ethoxy]ethanol,Quetiapine
Quetiapina,Quetiapine
Quetiapine,Quetiapine
Quetiapine fumarate,Quetiapine
Quetiapine hemifumarate,Quetiapine
Quetiapinum,Quetiapine
Enoxaparin sodium,Enoxaparin
Mivacurium,Mivacurium
(-)-alpha-Acetylmethadol,Levomethadyl Acetate
(1S 4S)-4-(dimethylamino)-1-Ethyl-2 2-diphenylpentyl acetate,Levomethadyl Acetate
1-alpha-Acetylmethadol,Levomethadyl Acetate
LAAM,Levomethadyl Acetate
Levacetilmetadol,Levomethadyl Acetate
Levacetylmethadol,Levomethadyl Acetate
Levacetylmethadolum,Levomethadyl Acetate
Levo-alpha-acetylmethadol,Levomethadyl Acetate
Levo-methadyl acetate,Levomethadyl Acetate
Levo-Î±-acetylmethadol,Levomethadyl Acetate
Levomethadyl,Levomethadyl Acetate
Levomethadyl acetate,Levomethadyl Acetate
(+-)-2'-[2-(1-Methyl-2-piperidyl)ethyl]-P-anisanilide,Encainide
(+-)-4-Methoxy-N-(2-(2-(1-methyl-2-piperidinyl)ethyl)phenyl)benzamide,Encainide
4-Methoxy-2'-[2-(1-methyl-2-piperidyl)ethyl]benzanilide,Encainide
4-Methoxy-N-{2-[2-(1-methyl-piperidin-2-yl)-ethyl]-phenyl}-benzamide,Encainide
Encainida,Encainide
Encainide,Encainide
Encainidum,Encainide
(2AR-(2aalpha 4beta 4abeta 6beta 9alpha(alpha r* betas*) 11alpha 12alpha 12balpha))-beta-(benzoylamino)-alpha-hydroxybenzenepropanoic acid 6 12b-bis(acetyloxy)-12-(benzoyloxy)-2a 3 4 4a 5 6 9 10 11 12 12a 12b-dodecahydro-4 11-dihydroxy-4a 8 13 13-tetramethyl-5-oxo-7 11-methano-1H-cyclodeca(3 4)benz(1 2-b)oxet-9-yl ester,Paclitaxel
5beta 20-Epoxy-1 2-alpha 4 7beta 10beta 13alpha-hexahydroxytax-11-en-9-one 4 10-diacetate 2-benzoate 13-ester with (2R 3S)-N-benzoyl-3-phenylisoserine,Paclitaxel
Paclitaxel,Paclitaxel
Taxol A,Paclitaxel
alpha alpha-Diphenyl-1-piperidinebutanol,Diphenidol
Difenidol,Diphenidol
Difenidolo,Diphenidol
Difenidolum,Diphenidol
Diphenidol,Diphenidol
Diphenyl(3-(1-piperidyl)propyl)carbinol,Diphenidol
Saquinavir Mesylate,Saquinavir
SQV,Saquinavir
2-methoxy-4-amino-5-chloro-N N-(dimethylaminoethyl)benzamide,Metoclopramide
2-methoxy-5-chloroprocainamide,Metoclopramide
4-amino-5-chloro-2-methoxy-N-(Î_-diethylaminoethyl)benzamide,Metoclopramide
4-amino-5-chloro-N-(2-(diethylamino)ethyl)-o-anisamide,Metoclopramide
Metoclopramida,Metoclopramide
Metoclopramidum,Metoclopramide
1-Dehydro-16alpha-methyl-9alpha-fluorohydrocortisone,Dexamethasone
1-Dehydro-16Î±-methyl-9Î±-fluorohydrocortisone,Dexamethasone
16alpha-Methyl-9alpha-fluoro-1-dehydrocortisol,Dexamethasone
16Î±-Methyl-9Î±-fluoro-1-dehydrocortisol,Dexamethasone
9alpha-Fluoro-16alpha-methylprednisolone,Dexamethasone
9Î±-Fluoro-16Î±-methylprednisolone,Dexamethasone
Dexametasona,Dexamethasone
Dexamethasone,Dexamethasone
Dexamethasonum,Dexamethasone
(âˆ’)-3-(3 4-dihydroxyphenyl)-L-alanine,Levodopa
(âˆ’)-dopa,Levodopa
3-Hydroxy-L-tyrosine,Levodopa
3 4-Dihydroxy-L-phenylalanine,Levodopa
Dihydroxy-L-phenylalanine,Levodopa
L-3 4-dihydroxyphenylalanine,Levodopa
L-beta-(3 4-Dihydroxyphenyl)alanine,Levodopa
L-DOPA,Levodopa
Levodopum,Levodopa
Î_-(3 4-dihydroxyphenyl)-L-alanine,Levodopa
Î_-(3 4-dihydroxyphenyl)alanine,Levodopa
1 1 1 3 3 3-Hexafluoro-2-(fluoromethoxy)propane,Sevoflurane
Sevofluran,Sevoflurane
Sevoflurane,Sevoflurane
Sevoflurano,Sevoflurane
Sevofluranum,Sevoflurane
2-(P-Bromo-alpha-phenylbenzyloxy)-N N-dimethylethylamine,Bromodiphenhydramine
beta-(P-Bromobenzhydryloxy)ethyldimethylamine,Bromodiphenhydramine
beta-Dimethylaminoethyl P-bromobenzhydryl ether,Bromodiphenhydramine
Bromazina,Bromodiphenhydramine
Bromazine,Bromodiphenhydramine
Bromazinum,Bromodiphenhydramine
Bromodiphenhydramine,Bromodiphenhydramine
Abilitat,Aripiprazole
Aripiprazol,Aripiprazole
Aripiprazole,Aripiprazole
Aripiprazolum,Aripiprazole
OPC 31,Aripiprazole
Alpha-Chlorprothixene,Chlorprothixene
Chlorprothixen,Chlorprothixene
Chlorprothixine,Chlorprothixene
Chlorprotixen,Chlorprothixene
Chlorprotixene,Chlorprothixene
Chlorprotixine,Chlorprothixene
Chlothixen,Chlorprothixene
(5Z 13e)-(15S)-6 9alpha-Epoxy-11alpha 15-dihydroxyprosta-5 13-dienoate,Epoprostenol
(5Z 9alpha 11alpha 13e 15S)-6 9-Epoxy-11 15-dihydroxyprosta-5 13-dien-1-oic acid,Epoprostenol
Epoprostenol,Epoprostenol
PGI2,Epoprostenol
PGX,Epoprostenol
Prostacyclin,Epoprostenol
Prostaglandin I2,Epoprostenol
Prostaglandin x,Epoprostenol
Vasocyclin,Epoprostenol
2 2-Dimethyl-5-(2 5-dimethylphenoxy)valeriansaeure,Gemfibrozil
2 2-Dimethyl-5-(2 5-xylyloxy)valeriansaeure,Gemfibrozil
2 2-Dimethyl-5-(2 5-xylyloxy)valeric acid,Gemfibrozil
Gemfibrozil,Gemfibrozil
Gemfibrozilo,Gemfibrozil
Gemfibrozilum,Gemfibrozil
3-(3-chloro-10 11-dihydro-5H-dibenzo[b f]azepin-5-yl)-N N-dimethyl-1-propanamine,Clomipramine
3-(3-chloro-5H-dibenzo[b F]azepin-5-yl)-N N-dimethylpropan-1-amine,Clomipramine
3-Chloroimipramine,Clomipramine
Chlorimipramine,Clomipramine
Clomipramina,Clomipramine
Clomipraminum,Clomipramine
Monochlorimipramine,Clomipramine
5 7-Dichlor-8-hydroxychinolin,Chloroxine
5 7-Dichloro-8-hydroxyquinoline,Chloroxine
5 7-Dichloro-8-oxyquinoline,Chloroxine
5 7-Dichloro-8-quinolinol,Chloroxine
5 7-Dichlorooxine,Chloroxine
5 7-Dichloroxine,Chloroxine
Chlorquinol,Chloroxine
CHQ,Chloroxine
Bepadin,Bepridil
Bepridil,Bepridil
Decamethonium,Decamethonium
DECAMETHONIUM ion,Decamethonium
Decamethonum,Decamethonium
Decamethylenebis(trimethylammonium),Decamethonium
N N N N' n' n'-hexamethyl-1 10-decanediaminium,Decamethonium
Alimemazine,Alimemazine
Methylpromazine,Alimemazine
Repeltin,Alimemazine
Trimeprazine,Alimemazine
Isocarboxazida,Isocarboxazid
Isocarboxazide,Isocarboxazid
Isocarboxazidum,Isocarboxazid
Docetaxel anhydrous,Docetaxel
N-Debenzoyl-N-(tert-butoxycarbonyl)-10-deacetylpaclitaxel,Docetaxel
N-Debenzoyl-N-(tert-butoxycarbonyl)-10-deacetyltaxol,Docetaxel
TXL,Docetaxel
5 5'-((2-Hydroxytrimethylene)bis(acetylimino))bis(N n'-bis(2 3-dihydroxypropyl)-2 4 6-triiodoisophthalamide),Iodixanol
Indixanol,Iodixanol
Iodixanolum,Iodixanol
Glurenorm,Gliquidone
(6aR 9R)-7-Methyl-4 6 6a 7 8 9-hexahydro-indolo[4 3-fg]quinoline-9-carboxylic acid ((S)-2-hydroxy-1-methyl-ethyl)-amide,Ergonovine
[8Î_(S)]-9 10-didehydro-N-(2-hydroxy-1-methylethyl)-6-methylergoline-8-carboxamide,Ergonovine
9 10-didehydro-N-(2-hydroxy-1-methylethyl)-6-methylergoline-8Î_(S)-carboxamide,Ergonovine
9 10-didehydro-N-(Î±-(hydroxymethyl)ethyl)-6-methylergoline-8-Î_-carboxamide,Ergonovine
D-lysergic acid 1-hydroxymethylethylamide,Ergonovine
D-lysergic acid-L-propanolamide,Ergonovine
Ergobasine,Ergonovine
Ergometrina,Ergonovine
Ergometrine,Ergonovine
ErgomÃ©trine,Ergonovine
Ergometrinum,Ergonovine
Ergonovine,Ergonovine
Ergotocine,Ergonovine
Margonovine,Ergonovine
N-(2-Hydroxy-1-methylethyl)-D-(+)-lysergamide,Ergonovine
N-(Î±-(hydroxymethyl)ethyl)-D-lysergamide,Ergonovine
anh. dasatinib,Dasatinib
Anhydrous dasatinib,Dasatinib
BMS dasatinib,Dasatinib
Dasatinib,Dasatinib
Dasatinib (anh.),Dasatinib
dasatinib (anhydrous),Dasatinib
Dasatinibum,Dasatinib
N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1 3-thiazole-5-carboxamide,Dasatinib
Lisdexamfetamine,Lisdexamfetamine
lisdexamfetamine dimesylate,Lisdexamfetamine
NRP104,Lisdexamfetamine
5G1.1,Eculizumab
FMM,Lapatinib
GW 572016,Lapatinib
Lapatinib tosilate hydrate,Lapatinib
N-(3-chloro-4-((3-Fluorophenyl)methoxy)phenyl)-6-(5-(((2-(methylsulfonyl)ethyl)amino)methyl)-2-furanyl)-4-quinazolinamine,Lapatinib
N-{3-chloro-4-[(3-fluorobenzyl)oxy]phenyl}-6-[5-({[2-(methylsulfonyl)ethyl]amino}methyl)-2-furyl]-4-quinazolinamine,Lapatinib
11beta 21-Dihydroxy-16alpha 17-[(1-methylethylidene)bis(oxy)]pregna-1 4-diene-3 20-dione,Desonide
11beta 21-Dihydroxy-16alpha 17-isopropylidenedioxypregna-1 4-diene-3 20-dione,Desonide
11beta 21-Dihydroxy-16alpha 17alpha-isopropylidenedioxypregna-1 4-diene-3 20-dione,Desonide
16alpha-Hydroxyprednisole-16 17-acetonide,Desonide
16alpha-Hydroxyprednisolone-16alpha 17-acetonide,Desonide
16alpha 17alpha-Isopropylidenedioxyprednisolone,Desonide
Desfluorotriamcinolone acetonide,Desonide
Desonida,Desonide
Desonidum,Desonide
(2R)-4-OXO-4-[3-(trifluoromethyl)-5 6-dihydro[1 2 4]triazolo[4 3-a]pyrazin-7(8H)-yl]-1-(2 4 5-trifluorophenyl)butan-2-amine,Sitagliptin
MK-0431,Sitagliptin
Sitagliptan,Sitagliptin
Sitagliptin phosphate,Sitagliptin
Sitagliptina,Sitagliptin
Sitagliptine,Sitagliptin
Sitagliptinum,Sitagliptin
4-amino-1-(2-Deoxy-beta-D-erythro-pentofuranosyl)-S-triazin-2(1H)-one,Decitabine
5-aza-2'-deoxycytidine,Decitabine
5-Azadeoxycytidine,Decitabine
Azadc,Decitabine
Decitabine,Decitabine
Dezocitidine,Decitabine
(3R 3AS 6ar)-hexahydrofuro[2 3-b]furan-3-yl N-((1S 2R)-1-benzyl-2-hydroxy-3-(N(1)-isobutylsulfanilamido)propyl)carbamate,Darunavir
(3R 3AS 6ar)-hexahydrofuro[2 3-b]furan-3-yl(1S 2R)-3-[[(4-aminophenyl)sulfonyl](isobutyl)amino]-1-benzyl-2-hydroxypropylcarbamate,Darunavir
(3R 3AS 6ar)-tetrahydro-2H-furo[2 3-b]furan-3-yl (2S 3R)-4-(4-amino-N-isobutylphenylsulfonamido)-3-hydroxy-1-phenylbutan-2-ylcarbamate,Darunavir
(3R 3AS 6ar)-tetrahydro-2H-furo[2 3-b]furan-3-yl (2S 3R)-4-(4-amino-N-neopentylphenylsulfonamido)-3-hydroxy-1-phenylbutan-2-ylcarbamate,Darunavir
[(S)-3-[(4-Amino-benzenesulfonyl)-isobutyl-amino]-2-hydroxy-1-((R)-phenylmethyl)-propyl]-carbamic acid (3R 3as 6ar)-(hexahydro-furo[2 3-b]furan-3-yl) ester,Darunavir
{(1S 2R)-3-[(4-amino-benzenesulfonyl)-isobutyl-amino]-1-benzyl-2-hydroxy-propyl}-carbamic acid (3R 3as 6ar)-(hexahydro-furo[2 3-b]furan-3-yl) ester,Darunavir
Darunavir,Darunavir
Darunavirum,Darunavir
N-((1S 2R)-3-(((4-Aminophenyl)sulfonyl)(2-methylpropyl)amino)-2-hydroxy-1-benzylpropyl)((1S 2R 5R)-4 6-dioxabicyclo(3.3.0)oct-2-yloxy)carboxamide,Darunavir
1-(2-Deoxy-beta-L-ribofuranosyl)-5-methyluracil,Telbivudine
2'-Deoxy-L-thymidine,Telbivudine
beta-L-2'-Deoxythymidine,Telbivudine
Beta-l-thymidine,Telbivudine
Epavudine,Telbivudine
L-deoxythymidine,Telbivudine
L-DT,Telbivudine
L-thymidine,Telbivudine
LDT,Telbivudine
Telbivudin,Telbivudine
Kunecatechins,Sinecatechins
9-Hydroxyrisperidone,Paliperidone
Paliperidone,Paliperidone
Ro-76477,Paliperidone
Sunitinibum,Sunitinib
ABX-EGF,Panitumumab
rhuFab V2,Ranibizumab
Alpha-L-iduronate sulfate sulfatase,Idursulfase
